기준년월,지자체,방문자 구분,방문자수
202312,성수1가1동,외지인방문자(b),607366
202312,성수1가1동,외국인방문자(c),7056
202312,성수1가1동,외부방문자(b+c),614422
202312,성수1가1동,전체방문자(a+b+c),1088969
202312,성수1가2동,현지인방문자(a),488652
202312,성수1가2동,외지인방문자(b),734559
202312,성수1가2동,외국인방문자(c),6009
202312,성수1가2동,외부방문자(b+c),740568
202312,성수1가2동,전체방문자(a+b+c),1229221
202312,성수2가1동,현지인방문자(a),387062
202312,성수2가1동,외지인방문자(b),517962
202312,성수2가1동,외국인방문자(c),5412
202312,성수2가1동,외부방문자(b+c),523373
202312,성수2가1동,전체방문자(a+b+c),910435
202312,성수2가3동,현지인방문자(a),587220
202312,성수2가3동,외지인방문자(b),1290376
202312,성수2가3동,외국인방문자(c),18026
202312,성수2가3동,외부방문자(b+c),1308403
202312,성수2가3동,전체방문자(a+b+c),1895622
202312,화양동,현지인방문자(a),918435
202312,화양동,외지인방문자(b),1298084
202312,화양동,외국인방문자(c),5252
202312,화양동,외부방문자(b+c),1303336
202312,화양동,전체방문자(a+b+c),2221771
202401,성수1가1동,현지인방문자(a),497878
202401,성수1가1동,외지인방문자(b),541964
202401,성수1가1동,외국인방문자(c),4549
202401,성수1가1동,외부방문자(b+c),546514
202401,성수1가1동,전체방문자(a+b+c),1044392
202401,성수1가2동,현지인방문자(a),534457
202401,성수1가2동,외지인방문자(b),680456
202401,성수1가2동,외국인방문자(c),3876
202401,성수1가2동,외부방문자(b+c),684332
202401,성수1가2동,전체방문자(a+b+c),1218789
202401,성수2가1동,현지인방문자(a),410588
202401,성수2가1동,외지인방문자(b),463564
202401,성수2가1동,외국인방문자(c),3836
202401,성수2가1동,외부방문자(b+c),467400
202401,성수2가1동,전체방문자(a+b+c),877989
202401,성수2가3동,현지인방문자(a),704249
202401,성수2가3동,외지인방문자(b),1269314
202401,성수2가3동,외국인방문자(c),13123
202401,성수2가3동,외부방문자(b+c),1282436
202401,성수2가3동,전체방문자(a+b+c),1986685
202401,화양동,현지인방문자(a),834824
202401,화양동,외지인방문자(b),1190553
202401,화양동,외국인방문자(c),3843
202401,화양동,외부방문자(b+c),1194396
202401,화양동,전체방문자(a+b+c),2029220
202402,성수1가1동,현지인방문자(a),434749
202402,성수1가1동,외지인방문자(b),522630
202402,성수1가1동,외국인방문자(c),5172
202402,성수1가1동,외부방문자(b+c),527802
202402,성수1가1동,전체방문자(a+b+c),962551
202402,성수1가2동,현지인방문자(a),460866
202402,성수1가2동,외지인방문자(b),638785
202402,성수1가2동,외국인방문자(c),4376
202402,성수1가2동,외부방문자(b+c),643161
202402,성수1가2동,전체방문자(a+b+c),1104027
202402,성수2가1동,현지인방문자(a),355330
202402,성수2가1동,외지인방문자(b),455066
202402,성수2가1동,외국인방문자(c),4251
202402,성수2가1동,외부방문자(b+c),459318
202402,성수2가1동,전체방문자(a+b+c),814648
202402,성수2가3동,현지인방문자(a),586044
202402,성수2가3동,외지인방문자(b),1124686
202402,성수2가3동,외국인방문자(c),15119
202402,성수2가3동,외부방문자(b+c),1139805
202402,성수2가3동,전체방문자(a+b+c),1725849
202402,화양동,현지인방문자(a),741472
202402,화양동,외지인방문자(b),1116353
202402,화양동,외국인방문자(c),4582
202402,화양동,외부방문자(b+c),1120935
202402,화양동,전체방문자(a+b+c),1862406
202403,성수1가1동,현지인방문자(a),527860
202403,성수1가1동,외지인방문자(b),679658
202403,성수1가1동,외국인방문자(c),14711
202403,성수1가1동,외부방문자(b+c),694369
202403,성수1가1동,전체방문자(a+b+c),1222229
202403,성수1가2동,현지인방문자(a),557798
202403,성수1가2동,외지인방문자(b),822997
202403,성수1가2동,외국인방문자(c),11799
202403,성수1가2동,외부방문자(b+c),834796
202403,성수1가2동,전체방문자(a+b+c),1392594
202403,성수2가1동,현지인방문자(a),421558
202403,성수2가1동,외지인방문자(b),540883
202403,성수2가1동,외국인방문자(c),11036
202403,성수2가1동,외부방문자(b+c),551919
202403,성수2가1동,전체방문자(a+b+c),973477
202403,성수2가3동,현지인방문자(a),718392
202403,성수2가3동,외지인방문자(b),1409734
202403,성수2가3동,외국인방문자(c),36137
202403,성수2가3동,외부방문자(b+c),1445871
202403,성수2가3동,전체방문자(a+b+c),2164263
202403,화양동,현지인방문자(a),893308
202403,화양동,외지인방문자(b),1607130
202403,화양동,외국인방문자(c),8691
202403,화양동,외부방문자(b+c),1615821
202403,화양동,전체방문자(a+b+c),2509129
202404,성수1가1동,현지인방문자(a),541936
202404,성수1가1동,외지인방문자(b),925026
202404,성수1가1동,외국인방문자(c),19672
202404,성수1가1동,외부방문자(b+c),944697
202404,성수1가1동,전체방문자(a+b+c),1486634
202404,성수1가2동,현지인방문자(a),576688
202404,성수1가2동,외지인방문자(b),1050700
202404,성수1가2동,외국인방문자(c),17201
202404,성수1가2동,외부방문자(b+c),1067901
202404,성수1가2동,전체방문자(a+b+c),1644589
202404,성수2가1동,현지인방문자(a),420080
